# date	jtitle
484	10.2307/3565089	1962	OIKOS
485	10.2307/1218837	1969	TAXON
486	10.2307/2433930	1979	NEW PHYTOLOGIST
487	10.2307/2406093	1956	EVOLUTION
488	10.2307/2437162	1945	AMERICAN JOURNAL OF BOTANY
489	10.2307/1934616	1974	ECOLOGY
490	10.2307/2258202	1970	JOURNAL OF ECOLOGY
491	10.2307/1936542	1968	ECOLOGY
492	10.2307/2438657	1953	AMERICAN JOURNAL OF BOTANY
493	10.2307/2257966	1966	JOURNAL OF ECOLOGY
494	10.2307/2431441	1969	NEW PHYTOLOGIST
495	10.2307/20792818	1971	BULLETIN DE LA SOCIETE ROYALE DE BOTANIQUE DE BELGIQUE / BULLETIN VAN DE KONINKLIJKE BELGISCHE BOTANISCHE VERENIGING
496	10.2307/1942372	1966	ECOLOGICAL MONOGRAPHS
497	10.2307/1741059	1975	SCIENCE
498	10.2307/2825561	1979	THE QUARTERLY REVIEW OF BIOLOGY
499	10.2307/4353229	1940	BOTANICAL REVIEW
500	10.2307/1716859	1965	SCIENCE
501	10.2307/2402630	1978	JOURNAL OF APPLIED ECOLOGY
502	10.2307/2258924	1973	JOURNAL OF ECOLOGY
503	10.2307/1934296	1972	ECOLOGY
504	10.2307/985149	1959	PROCEEDINGS OF THE AMERICAN PHILOSOPHICAL SOCIETY
505	10.2307/2434161	1979	NEW PHYTOLOGIST
506	10.2307/1658697	1933	SCIENCE
507	10.2307/1684049	1980	SCIENCE
508	10.2307/2256640	1951	JOURNAL OF ECOLOGY
509	10.2307/2406403	1964	EVOLUTION
510	10.2307/1746283	1978	SCIENCE
511	10.2307/1291989	1956	AIBS BULLETIN
512	10.2307/2429542	1961	NEW PHYTOLOGIST
513	10.2307/4353410	1949	BOTANICAL REVIEW
514	10.2307/2429549	1961	NEW PHYTOLOGIST
515	10.2307/1292994	1962	AIBS BULLETIN
516	10.2307/1216371	1967	TAXON
517	10.2307/1948439	1967	ECOLOGICAL MONOGRAPHS
518	10.2307/1752529	1956	SCIENCE
519	10.2307/1752528	1956	SCIENCE
520	10.2307/2430169	1965	NEW PHYTOLOGIST
521	10.2307/1752527	1956	SCIENCE
522	10.2307/1712862	1964	SCIENCE
523	10.2307/2433839	1978	NEW PHYTOLOGIST
524	10.2307/2405503	1952	EVOLUTION
525	10.2307/3241549	1974	THE BRYOLOGIST
526	10.2307/2257132	1955	JOURNAL OF ECOLOGY
527	10.2307/1550503	1980	ARCTIC AND ALPINE RESEARCH
528	10.2307/2434268	1980	NEW PHYTOLOGIST
529	10.2307/1293700	1966	BIOSCIENCE
530	10.2307/23302134	1941	RHODORA
531	10.2307/2429790	1961	NEW PHYTOLOGIST
532	10.2307/2428701	1950	NEW PHYTOLOGIST
533	10.2307/23311574	1965	RHODORA
534	10.2307/2428707	1950	NEW PHYTOLOGIST
535	10.2307/1220652	1980	TAXON
536	10.2307/2805368	1966	BRITTONIA
537	10.2307/1805	1957	JOURNAL OF ANIMAL ECOLOGY
538	10.2307/2406497	1971	EVOLUTION
539	10.2307/2439724	1962	AMERICAN JOURNAL OF BOTANY
540	10.2307/1716414	1965	SCIENCE
541	10.2307/2430280	1969	NEW PHYTOLOGIST
542	10.2307/2805241	1965	BRITTONIA
543	10.2307/2436717	1939	AMERICAN JOURNAL OF BOTANY
544	10.2307/1216498	1968	TAXON
545	10.2307/2257454	1962	JOURNAL OF ECOLOGY
546	10.2307/4445103	1975	THE AMERICAN BIOLOGY TEACHER
547	10.2307/4108217	1965	KEW BULLETIN
548	10.2307/23305403	1952	RHODORA
549	10.2307/2406635	1966	EVOLUTION
550	10.2307/2484171	1980	BULLETIN OF THE TORREY BOTANICAL CLUB
551	10.2307/3758464	1974	MYCOLOGIA
552	10.2307/2256884	1954	JOURNAL OF ECOLOGY
553	10.2307/2819161	1963	THE QUARTERLY REVIEW OF BIOLOGY
554	10.2307/2474681	1979	BOTANICAL GAZETTE
555	10.2307/2429862	1956	NEW PHYTOLOGIST
556	10.2307/2429645	1955	NEW PHYTOLOGIST
557	10.2307/4180085	1979	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
558	10.2307/1932225	1941	ECOLOGY
559	10.2307/4179968	1977	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
560	10.2307/2416958	1970	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES
561	10.2307/2257030	1955	JOURNAL OF ECOLOGY
562	10.2307/2816915	1961	THE QUARTERLY REVIEW OF BIOLOGY
563	10.2307/2438119	1949	AMERICAN JOURNAL OF BOTANY
564	10.2307/2438113	1949	AMERICAN JOURNAL OF BOTANY
565	10.2307/41422525	1945	MADRONO
566	10.2307/2436809	1939	AMERICAN JOURNAL OF BOTANY
567	10.2307/41421955	1931	MADRONO
568	10.2307/41421952	1930	MADRONO
569	10.2307/1731244	1970	SCIENCE
570	10.2307/1220544	1976	TAXON
571	10.2307/2804698	1951	BRITTONIA
572	10.2307/2402243	1976	JOURNAL OF APPLIED ECOLOGY
573	10.2307/2405867	1958	EVOLUTION
574	10.2307/1933894	1969	ECOLOGY
575	10.2307/2441260	1971	AMERICAN JOURNAL OF BOTANY
576	10.2307/4115801	1966	KEW BULLETIN
577	10.2307/2813544	1952	THE QUARTERLY REVIEW OF BIOLOGY
578	10.2307/4103136	1971	KEW BULLETIN
579	10.2307/23311597	1966	RHODORA
580	10.2307/2428680	1950	NEW PHYTOLOGIST
581	10.2307/1216701	1965	TAXON
582	10.2307/3242469	1977	THE BRYOLOGIST
583	10.2307/1293243	1964	BIOSCIENCE
584	10.2307/2438588	1955	AMERICAN JOURNAL OF BOTANY
585	10.2307/984692	1935	PROCEEDINGS OF THE AMERICAN PHILOSOPHICAL SOCIETY
586	10.2307/2433800	1977	NEW PHYTOLOGIST
587	10.2307/4353327	1945	BOTANICAL REVIEW
588	10.2307/2395295	1977	ANNALS OF THE MISSOURI BOTANICAL GARDEN
589	10.2307/1716860	1965	SCIENCE
590	10.2307/1943577	1956	ECOLOGICAL MONOGRAPHS
591	10.2307/2817367	1956	THE QUARTERLY REVIEW OF BIOLOGY
592	10.2307/2483998	1970	BULLETIN OF THE TORREY BOTANICAL CLUB
593	10.2307/1218603	1971	TAXON
594	10.2307/1931410	1954	ECOLOGY
595	10.2307/58426	1968	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
596	10.2307/1706749	1960	SCIENCE
597	10.2307/2430653	1972	NEW PHYTOLOGIST
598	10.2307/1666702	1939	SCIENCE
